sale_id,sale_date,customer_id,product_id,quantity,unit_price,discount,region,sales_channel
S-00775,2024-11-19,C-0092,P-013,5,162.92,0.0,North,partner
S-00776,2024-01-31,C-0072,P-037,3,40.66,0.2,West,retail
S-00777,2024-06-24,C-0057,P-011,5,470.88,0.0,Central,partner
S-00778,2024-02-14,C-0106,P-015,9,291.43,0.0,Central,retail
S-00779,2024-05-22,C-0004,P-030,7,23.85,0.0,South,retail
S-00780,2024-10-23,C-0057,P-028,10,465.01,0.0,West,online
S-00781,2024-08-28,C-0188,P-003,9,251.04,0.25,West,retail
S-00782,2024-02-20,C-0116,P-045,8,54.79,0.25,North,partner
S-00783,2024-04-21,C-0034,P-027,6,333.68,0.0,North,retail
S-00784,2024-06-05,C-0042,P-043,8,371.53,0.0,West,retail
S-00785,2024-12-26,C-0104,P-009,3,222.88,0.1,West,partner
S-00786,2024-01-01,C-0161,P-041,2,332.58,0.1,Central,online
S-00787,2024-08-06,C-0193,P-019,5,299.45,0.25,Central,online
S-00788,2024-02-11,C-0159,P-044,6,108.5,0.0,Central,partner
S-00789,2024-01-27,C-0029,P-024,7,443.42,0.0,East,retail
S-00790,2024-11-27,C-0144,P-012,2,437.95,0.0,South,retail
S-00791,2024-10-03,C-0030,P-016,8,236.77,0.0,South,retail
S-00792,2024-05-16,C-0129,P-023,7,418.21,0.0,East,retail
S-00793,2024-09-05,C-0129,P-029,9,336.05,0.2,Central,partner
S-00794,2024-05-29,C-0116,P-035,10,212.44,0.0,South,retail
S-00795,2030-02-23,C-0101,P-006,3,266.58,0.0,North,online
S-00796,2024-02-27,C-0179,P-018,3,466.42,0.0,Central,partner
S-00797,2024-05-30,C-0107,P-002,9,341.74,0.2,East,retail
S-00798,2024-11-26,C-0006,P-029,5,295.66,0.0,South,partner
S-01543,2024-01-05,C-0063,P-041,3,346.3,0.0,South,retail
S-00799,2024-06-20,C-0106,P-042,10,458.02,0.1,West,partner
S-00800,2024-12-22,C-0136,P-043,9,342.91,0.05,Central,online
S-00801,2024-03-28,C-0067,P-047,4,26.53,0.05,North,online
S-00802,2024-05-25,C-0117,P-023,3,448.11,0.0,Central,retail
S-00803,2024-03-30,C-0182,P-012,3,403.38,0.0,North,retail
S-00804,2024-03-05,C-0113,P-037,5,42.94,0.0,Central,partner
S-00805,2024-12-06,C-0082,P-003,6,257.37,0.2,Central,online
S-00806,2024-06-03,C-0032,P-035,1,214.03,0.2,South,retail
S-00807,2024-03-20,C-0002,P-021,9,214.76,0.1,East,retail
S-00808,2024-10-20,C-0171,P-019,3,305.3,0.2,East,partner
S-00809,2024-09-02,C-0011,P-008,3,260.66,0.0,East,online
S-00810,2024-11-12,C-0057,P-026,8,380.68,0.1,North,partner
S-00811,2024-04-09,C-0150,P-042,9,446.61,0.05,South,online
S-00812,2024-10-02,C-0115,P-006,2,304.85,0.15,South,retail
S-00813,2024-11-04,C-0155,P-021,9,213.5,0.1,West,online
S-00814,2024-07-08,C-0099,P-028,6,385.26,0.1,East,retail
S-00815,2024-10-14,C-0023,P-029,4,329.64,0.2,West,retail
S-00816,2024-03-24,C-0187,P-019,7,301.21,0.15,South,partner
S-00817,2024-02-14,C-0037,P-039,4,224.09,0.25,East,online
S-00818,2024-07-11,C-0023,P-038,1,246.8,0.05,West,online
S-00819,2024-08-24,C-0182,P-036,10,299.69,0.0,South,online
S-00820,2024-05-28,C-0142,P-025,8,188.9,0.05,Central,retail
S-00821,2024-10-13,C-0190,P-032,8,360.37,0.0,South,retail
S-00822,2024-11-23,C-0163,P-020,,24.61,0.05,West,online
S-00823,2024-12-18,C-0166,P-032,4,345.41,0.05,West,online
S-00824,2024-07-04,C-0149,P-039,8,236.33,0.05,West,partner
S-00825,2024-07-10,C-0132,P-008,10,227.41,0.05,South,partner
S-00826,2024-03-15,C-0082,P-004,8,70.04,0.0,East,online
S-00827,2024-05-19,C-0093,P-004,7,66.88,0.1,North,retail
S-00828,2024-09-28,C-0164,P-019,2,288.84,0.0,North,partner
S-00829,2024-10-05,C-0083,P-011,6,491.47,0.05,East,partner
S-00830,2024-12-18,C-0093,P-045,2,58.19,0.1,South,online
S-00831,2024-09-22,C-0073,P-009,6,222.42,0.15,East,online
S-00832,2024-04-21,C-0040,P-007,9,220.4,0.0,Central,partner
S-00833,2024-09-26,C-0137,P-045,9,60.13,0.0,West,retail
S-00834,2024-02-29,C-0034,P-005,1,354.88,0.05,East,online
S-00835,2024-11-01,C-0134,P-029,6,294.6,0.05,North,partner
S-00836,2024-04-23,C-0033,P-008,3,261.17,0.05,South,online
S-00837,2024-02-10,C-0109,P-009,2,192.88,0.2,West,online
S-00838,2024-02-25,C-0009,P-013,9,176.47,0.2,North,retail
S-00839,2024-02-03,C-0078,P-003,1,290.95,0.0,Central,online
S-00840,2024-04-12,C-0048,P-038,6,227.69,0.0,East,partner
S-00841,2024-06-29,C-0042,P-023,9,462.3,0.0,Central,partner
S-00842,2024-02-20,C-0149,P-005,1,358.4,0.0,East,online
S-00843,2024-01-03,C-0186,P-035,2,236.7,0.25,West,retail
S-00844,2024-10-28,C-0048,P-045,8,59.8,0.0,South,retail
S-00845,2024-08-05,C-0055,P-025,9,196.61,0.0,East,online
S-00846,2024-02-26,C-0134,P-030,3,22.75,0.1,East,partner
S-00847,2024-02-12,C-9909,P-003,8,255.58,0.05,West,partner
S-00848,2024-12-17,C-0114,P-020,4,26.9,0.05,West,online
S-00849,2024-08-31,C-0174,P-005,6,333.48,0.2,North,retail
S-00850,2024-09-24,C-0169,P-029,2,291.26,0.15,West,partner
S-00851,2024-02-22,C-0190,P-038,3,229.47,0.0,East,online
S-00852,2024-07-25,C-0032,P-039,4,249.04,0.2,East,partner
S-00853,2024-10-30,C-0070,P-038,7,244.12,0.15,West,partner
S-00854,2024-03-16,C-0197,P-018,8,430.17,0.05,West,retail
S-00855,2024-11-17,C-0035,P-015,1,268.67,0.0,North,retail
S-00856,2024-01-14,C-0046,P-044,7,105.78,0.1,South,retail
S-00857,2024-11-15,C-0025,P-040,2,345.89,0.25,West,retail
S-00858,2024-05-30,,P-013,8,172.9,0.05,Central,retail
S-00859,2024-10-06,C-0005,P-035,1,239.6,0.0,West,retail
S-00860,2024-07-11,C-0114,P-021,8,177.91,0.0,Central,partner
S-00861,2024-12-27,C-0043,P-020,8,26.24,0.05,West,retail
S-00862,2024-10-18,C-0173,P-008,8,259.76,0.25,Central,retail
S-00863,2024-10-14,C-0041,P-031,9,454.42,0.05,West,partner
S-00864,2024-11-11,C-0174,P-025,6,219.02,0.05,East,online
S-00865,2024-10-29,C-0012,,3,335.78,0.1,Central,online
S-00866,2024-06-23,C-0098,P-041,2,335.53,0.1,West,retail
S-00867,2024-12-04,C-0063,P-004,4,61.65,0.05,Central,online
S-00868,2024-02-03,C-0079,P-045,2,55.91,0.0,Central,retail
S-00869,2024-08-23,C-0169,P-003,7,280.63,0.15,East,online
S-00870,2024-08-28,C-0151,P-045,1,63.4,0.15,Central,retail
S-00871,2024-10-20,C-0026,P-021,8,180.42,0.0,East,retail
S-00872,2024-12-07,C-0087,P-033,3,356.53,0.1,West,online
S-00873,2024-11-21,C-0020,P-032,9,359.57,0.05,North,retail
S-00874,2024-07-24,C-0058,P-037,10,46.23,0.0,Central,online
S-00875,2024-06-21,C-0070,P-038,2,254.69,0.25,West,retail
S-00876,2024-06-26,C-0020,P-014,5,145.14,0.05,West,partner
S-00877,2024-06-09,C-0052,P-035,7,213.93,0.25,West,partner
S-00878,2024-04-02,C-0005,P-036,9,305.81,0.2,South,partner
S-00879,2024-05-17,C-0164,P-030,9,24.18,0.15,Central,partner
S-00880,2024-01-31,C-0134,P-041,4,331.18,0.0,South,online
S-00881,02.06.2024,C-0112,P-044,7,99.85,0.0,South,retail
S-00882,2024-05-26,C-0166,P-018,3,444.02,0.0,West,online
S-00883,2024-03-17,C-0050,P-008,1,238.89,0.05,West,retail
S-00884,2024-08-11,C-0109,P-036,1,268.14,0.05,South,online
S-00885,2024-05-22,C-0169,P-017,9,260.17,0.0,West,online
S-00886,2024-02-12,C-0081,P-004,10,62.48,0.0,West,retail
S-00887,2024-12-02,C-0024,P-043,7,377.44,0.0,South,online
S-00888,2024-09-13,C-0031,P-037,9,45.54,0.25,East,retail
S-00889,2024-05-01,C-0154,P-006,2,293.57,0.1,East,partner
S-00890,2024-04-30,C-0109,P-025,4,193.15,0.0,South,retail
S-00891,2024-07-28,C-0066,P-029,10,287.27,0.25,East,partner
S-00892,2024-06-11,C-0140,P-008,7,250.43,0.0,East,online
S-00893,2024-08-31,C-0184,P-024,6,484.96,0.0,Central,online
S-00894,2024-01-28,C-0177,,4,329.58,0.15,East,partner
S-00895,2024-07-04,C-0176,P-045,2,58.19,0.0,West,retail
S-00896,2024-07-20,C-0066,P-001,5,240.19,0.0,East,online
S-00897,2024-08-12,C-0162,P-011,6,496.33,0.15,North,retail
S-00898,2024/09/08,C-0121,P-006,7,302.1,0.1,West,online
S-00899,2024-12-23,C-0067,P-011,9,421.31,0.15,Central,partner
S-00900,2024-06-16,C-0117,P-036,1,300.07,0.0,West,partner
S-00901,2024-01-02,C-0103,P-009,4,216.08,0.1,Central,online
S-00902,2024-03-21,C-0064,P-008,9,262.45,0.0,Central,partner
S-00903,2024-06-12,C-0116,P-027,8,373.88,0.0,East,online
S-00904,2024-10-30,C-0084,P-044,5,97.37,0.15,East,online
S-00905,2024-07-12,C-0147,P-026,4,354.3,0.0,Central,partner
S-00906,2024-11-16,C-0059,P-040,2,366.87,0.0,East,partner
S-00907,2024-01-26,C-0103,P-011,10,454.76,0.05,South,online
S-00908,2024-03-28,C-0146,P-024,2,411.39,0.25,West,retail
S-00909,2024-09-10,C-0031,P-044,4,108.04,0.0,East,retail
S-00910,2024-07-14,C-0034,P-032,7,408.56,0.0,East,partner
S-00911,2024-04-06,C-0108,P-044,3,101.71,0.0,North,retail
S-00912,2024-04-30,C-0159,P-017,8,300.86,0.1,Central,partner
S-00913,2024-08-22,C-0022,P-042,1,469.95,0.1,West,partner
S-00914,2024-12-31,C-0099,P-014,7,151.86,0.05,,online
S-00915,2024-01-31,C-0014,P-036,6,309.71,0.2,East,partner
S-00916,2024-11-02,C-0182,P-043,1,312.41,0.25,Central,retail
S-00917,2024-07-21,C-0172,P-020,6,24.65,0.25,North,partner
S-00918,2024-05-13,C-0044,P-012,9,432.07,0.1,West,online
S-00919,2024-06-11,C-0182,P-006,9,274.63,0.05,North,retail
S-00920,2024-03-06,C-0128,P-003,5,290.58,0.15,East,retail
S-00921,2024-05-15,C-0133,P-040,6,330.79,0.0,East,partner
S-00922,2024-03-18,C-0143,P-032,8,347.3,0.0,North,online
S-00923,2024-01-19,C-0121,P-012,5,403.57,0.2,West,online
S-00924,2024-01-21,C-0114,P-032,6,418.67,0.25,West,retail
S-00925,2024-02-27,C-0185,P-032,3,352.67,0.0,South,retail
S-00926,2024-03-27,C-0192,P-012,9,460.6,0.0,Central,online
S-00927,2024-10-19,C-0047,P-034,7,432.65,0.0,West,partner
S-00928,2024-06-17,C-0007,P-007,5,241.88,0.0,West,retail
S-00929,2024-02-24,C-0083,P-038,3,227.67,0.2,West,retail
S-00930,2024-05-17,C-0153,P-041,1,328.81,0.0,Central,retail
S-00931,2024-10-18,C-0034,P-021,4,210.36,0.05,East,online
S-00932,2024-10-07,C-0155,P-005,7,327.3,0.05,South,online
S-00933,2024-02-15,C-0006,P-026,4,365.44,0.15,East,partner
S-00934,2024-03-19,C-0031,P-042,5,472.02,0.15,East,partner
S-00935,2024-03-08,C-0092,P-039,2,248.76,0.25,South,retail
S-00936,2024-07-17,C-0122,P-029,5,319.25,0.15,North,retail
S-00937,2024-11-10,C-0048,P-024,7,467.58,0.0,North,partner
S-00938,2024-08-25,C-0174,P-022,4,69.48,0.0,West,partner
S-00939,2024-11-27,C-0135,P-041,2,326.17,0.15,North,retail
S-00940,2024-03-17,C-0033,P-020,5,28.43,0.25,West,retail
S-00941,2024-01-25,C-0142,P-037,2,47.77,0.25,North,partner
S-00942,2024-07-30,C-0025,P-028,8,440.64,0.05,East,retail
S-00943,2024-02-11,C-0197,P-038,9,227.03,0.2,South,online
S-00944,2024-01-24,C-0022,P-026,7,421.39,0.05,East,partner
S-00945,2024-12-09,C-0116,P-030,10,24.17,0.1,South,online
S-00946,2024-02-10,C-0192,P-012,10,411.86,0.0,West,partner
S-00947,2024-01-03,C-0102,P-002,2,283.96,0.2,West,partner
S-00948,2024-12-02,C-0191,P-026,10,409.57,0.05,Central,partner
S-00949,2024-12-19,C-0173,P-024,7,483.43,0.0,South,online
S-00950,2024-04-07,C-0029,P-001,1,271.89,0.0,North,online
S-00951,2024-11-28,C-0038,P-031,4,492.33,0.25,South,online
S-00952,2024-08-25,C-0038,P-020,8,26.19,0.0,South,online
S-00953,2024-08-15,C-0125,P-045,8,52.24,0.2,Central,online
S-00954,2024-05-30,C-0146,P-013,7,157.68,0.0,North,partner
S-00955,2024-07-31,C-0127,P-028,10,435.09,0.25,East,online
S-00956,2024-07-23,C-0125,P-032,9,388.32,0.2,South,partner
S-00957,2024-09-27,C-0005,P-004,7,66.1,0.25,North,retail
S-00958,2024-08-01,C-0122,P-042,2,472.4,0.1,West,partner
S-00959,2024-01-11,C-0042,P-028,5,446.22,0.2,East,retail
S-00960,2024-09-16,C-0057,P-015,10,315.95,0.1,Central,partner
S-00961,2024-08-27,C-0034,P-043,5,362.17,0.15,West,partner
S-00962,2024-07-03,C-0121,P-042,3,484.41,0.05,North,partner
S-00963,2024-03-07,C-0045,P-031,4,464.45,0.2,North,retail
S-00964,2024-06-04,C-0061,P-032,4,385.71,0.0,East,retail
S-00965,2024-12-12,C-0041,P-023,3,466.43,0.25,North,online
S-00966,2024-08-08,C-0030,P-022,10,63.8,0.25,South,retail
S-00967,2024-06-23,C-0091,P-017,1,293.23,0.25,East,online
S-00968,2024-09-20,C-0155,P-045,2,60.18,0.2,West,online
S-00969,2024-11-08,C-0157,P-007,2,248.53,0.0,Central,online
S-00970,2024-11-18,C-0031,P-011,4,499.24,0.0,East,partner
S-00971,2024-09-16,C-0128,,2,293.47,0.1,East,online
S-00972,2024-04-13,C-0113,P-008,7,265.25,0.0,South,retail
S-00973,2024-05-26,C-0130,P-022,3,,0.1,West,retail
S-00974,2024-12-06,C-0063,P-041,3,357.66,0.25,West,online
S-00975,2024-08-07,C-0106,P-009,7,227.44,0.25,East,online
S-00976,2024-03-15,C-0198,P-029,1,328.99,0.25,North,online
S-00977,2024-06-10,C-0103,P-022,3,66.6,0.15,North,partner
S-00978,2024-03-18,C-0148,P-042,1,518.07,0.25,East,retail
S-00979,2024-12-14,C-9903,P-026,9,421.14,0.1,East,online
S-00980,2024-09-27,C-0157,P-018,3,485.46,0.6,South,partner
S-00981,2024-11-12,C-0167,P-040,8,348.32,0.84,South,retail
S-00982,2024-01-19,C-0138,P-006,6,272.24,0.0,Central,partner
S-00983,2024-04-19,C-0024,P-019,9,291.02,0.25,East,partner
S-00984,2024-01-12,C-0008,P-011,9,469.85,-0.1,East,partner
S-00985,2024-09-15,C-0029,P-028,1,456.08,0.05,Central,retail
S-00986,2024-01-25,C-0194,P-008,2,249.12,0.0,West,retail
S-00987,2024-10-24,C-0145,P-016,9,241.61,0.0,East,retail
S-00988,2024-12-07,C-0184,P-019,10,297.97,0.15,Central,partner
S-00989,2024-02-23,C-0084,P-016,9,229.76,0.1,West,online
S-00990,2024-12-30,C-0109,P-010,7,211.79,0.0,West,online
S-00991,2024-04-19,C-0115,P-031,2,485.69,0.25,West,partner
S-00992,2024-09-22,C-0200,P-036,7,306.34,0.2,West,retail
S-00993,2024-09-07,C-0188,P-045,7,61.53,0.0,Central,online
S-00994,2024-12-30,C-0118,P-032,3,417.08,0.25,Central,online
S-00995,2024-04-18,C-0117,P-045,8,52.39,0.0,Central,retail
S-00996,2024-11-04,C-0105,P-008,2,232.61,0.05,North,partner
S-00997,2024-03-01,C-0096,P-010,5,253.81,0.05,East,retail
S-00998,2024-03-14,C-0037,P-002,10,309.66,0.05,East,online
S-00999,2024-09-07,C-0001,P-012,2,436.8,0.0,North,retail
S-01000,2024-10-20,C-0080,P-031,10,493.98,0.1,West,retail
S-01001,2024-03-08,C-0196,P-039,3,233.49,0.2,West,partner
S-01002,2024-03-17,C-0187,P-029,6,289.37,0.15,West,online
S-01003,2024-06-22,C-0139,P-026,1,427.76,0.2,East,partner
S-01004,2024-03-25,C-0182,P-006,1,282.37,0.05,Central,partner
S-01005,2024-11-25,C-0144,P-008,2,236.22,0.25,Central,online
S-01006,2024-09-24,C-0049,P-037,8,44.11,0.0,North,partner
S-01007,2024-04-02,C-0005,P-035,5,230.7,0.0,Central,retail
S-01008,2024-09-30,C-0156,P-006,6,272.89,0.0,West,online
S-01009,2024-08-11,C-0047,P-022,7,61.07,0.25,East,retail
S-01010,2024-02-16,C-0030,P-017,2,280.52,0.05,South,online
S-01011,2024-02-15,C-0040,P-017,5,303.36,0.0,North,partner
S-01012,2024-04-02,C-0007,P-021,1,188.19,0.0,East,online
S-01013,2024-06-14,C-0067,P-027,7,378.61,0.0,North,online
S-01014,2024-11-01,C-0151,P-016,4,225.72,0.25,West,online
S-01015,2024-02-01,C-0082,P-018,8,471.72,0.0,West,online
S-01016,2024-11-20,C-0060,P-027,1,331.83,0.0,South,partner
S-01017,05-03-2024,C-0078,P-042,10,464.07,0.0,Central,online
S-01018,2024-07-10,C-0139,P-010,3,244.15,0.25,West,partner
S-01019,2024-01-22,C-0001,P-029,8,344.35,0.05,South,online
S-01020,2024-09-03,C-0070,P-004,10,61.87,0.15,East,partner
S-01021,2024-10-26,C-0131,P-014,5,131.83,0.25,Central,online
S-01022,2024-02-15,C-0102,P-020,2,28.37,0.25,East,retail
S-01023,2024-11-08,C-0130,P-014,6,156.14,0.1,East,partner
S-01024,2024-05-19,C-0063,P-029,6,305.28,0.2,Central,retail
S-01025,2024-12-20,C-0035,P-002,1,321.42,0.0,North,partner
S-01026,2024-07-30,C-0143,P-012,8,455.4,0.25,North,partner
S-01027,2024-02-09,C-0138,P-042,1,510.02,0.2,North,retail
S-01028,2024-11-03,C-0092,P-025,7,194.51,0.0,North,retail
S-01029,2024-04-08,C-0114,P-024,1,430.29,0.0,East,partner
S-01030,2024-04-08,C-0024,P-023,10,448.68,0.0,South,retail
S-01031,2024-01-19,C-0072,P-024,8,492.53,0.0,North,online
S-01032,2024-07-21,C-0029,P-041,5,345.12,0.2,South,partner
S-01033,2024-12-03,C-0190,P-013,10,179.21,0.0,North,partner
S-01034,2024-02-03,C-0033,P-009,5,228.94,0.0,Central,partner
S-01035,2024-04-08,C-0174,P-018,1,512.68,0.25,Central,retail
S-01036,2024-10-13,C-0117,P-044,1,112.68,0.0,East,retail
S-01037,2024-05-20,C-0032,P-027,9,345.57,0.1,Central,online
S-01038,2024-01-25,C-0072,P-015,7,293.95,0.1,North,retail
S-01039,2024-06-20,C-0021,P-013,10,,0.0,West,online
S-01040,2024-04-10,C-0043,P-016,6,217.49,0.0,North,retail
S-01041,2024-01-13,C-0152,P-028,6,455.98,0.0,North,retail
S-01042,2024-06-23,C-0014,P-016,6,226.93,0.0,North,partner
S-01043,2024-08-12,C-0196,P-040,2,343.49,0.0,North,online
S-01044,2024-07-12,C-0081,P-003,2,292.51,0.0,West,online
S-01045,2024-11-08,C-0161,P-046,7,24.3,0.0,Central,online
S-01046,2024-07-14,C-0103,P-019,2,294.8,0.15,South,partner
S-01047,2024-11-15,C-0003,P-043,8,338.66,0.15,Central,partner
S-01048,2024-06-22,C-0167,P-007,1,231.28,0.1,Central,online
S-01049,2024-02-22,C-0004,P-007,10,243.38,0.0,Central,online
S-01050,2024-09-17,C-0066,P-041,6,335.04,0.2,South,online
S-01051,2024-01-23,C-0016,P-009,3,202.73,0.15,Central,partner
S-01052,2024-06-08,C-0150,P-023,9,461.84,0.0,West,carrier-pigeon
S-01053,2024-06-24,C-0075,P-039,6,255.21,0.25,Central,partner
S-01054,2024-03-15,C-0015,P-044,4,103.76,0.25,North,retail
S-01055,2024-04-10,C-0052,P-023,4,462.69,0.1,South,partner
S-01056,2024-12-21,C-0178,P-031,8,508.68,0.1,Central,partner
S-01057,2024-11-11,C-0077,P-022,7,65.18,0.0,West,online
S-01058,2024-04-22,C-0001,P-032,4,396.12,0.2,Central,online
S-01059,2024-09-03,C-0189,P-016,6,239.93,0.15,South,retail
S-01060,2024-01-04,C-0093,P-012,1,395.8,0.0,Central,online
S-01061,2024-05-28,C-0113,P-010,4,237.18,0.1,North,online
S-01062,2024-04-11,C-0073,P-013,3,163.5,0.05,South,retail
S-01063,2024-05-05,C-0046,P-036,4,257.84,0.05,North,online
S-01064,2024-03-11,C-0098,P-044,2,100.26,0.0,East,retail
S-01065,2024-07-08,C-0096,P-016,3,245.98,0.15,North,online
S-01066,2024-03-07,C-0049,P-010,4,232.61,0.1,East,partner
S-01067,2024-11-21,C-0063,P-028,1,449.37,0.0,Central,retail
S-01068,2024-06-16,C-0064,P-010,1,237.09,0.05,South,partner
S-01069,2024-09-07,C-0054,P-038,2,265.66,0.0,South,partner
S-01070,2024-11-26,C-0193,P-025,9,202.71,0.25,West,online
S-01071,2024-12-30,C-0096,P-021,9,203.74,0.2,West,retail
S-01072,2024-07-24,C-0164,P-038,10,258.88,0.0,South,online
S-01073,2024-04-30,C-0102,P-029,4,303.04,0.15,Central,online
S-01074,2024-05-10,C-0141,P-024,2,422.35,0.0,East,retail
S-01075,2024-06-29,C-0059,P-034,-5,362.46,0.25,Central,retail
S-01076,2024-08-18,,P-028,7,419.14,0.2,East,retail
S-01077,2024-01-13,C-0046,P-025,8,196.87,0.0,East,online
S-01078,2024-09-13,C-0132,P-019,9,296.32,0.05,South,online
S-01079,2024-02-06,C-0093,P-008,1,254.02,0.1,South,partner
S-01080,2024-05-08,C-0078,P-022,5,63.31,0.0,Central,retail
S-01081,2024-06-02,C-0073,P-001,6,276.44,0.15,West,partner
S-01082,2024-01-07,C-0121,P-042,9,519.16,0.0,West,online
S-01083,2024-04-17,C-0122,P-015,4,292.98,0.25,West,partner
S-01084,2024-06-23,C-0022,P-030,6,24.34,0.15,West,online
S-01085,2024-08-18,C-0143,P-029,1,307.37,0.0,East,partner
S-01086,2024-09-12,C-0169,P-001,6,253.25,0.15,West,partner
S-01087,2024-12-19,C-0138,P-026,-3,378.23,0.0,Central,online
S-01088,2024-03-19,C-0085,P-009,10,216.14,0.15,West,online
S-01089,2024-02-02,C-0137,P-026,7,367.43,0.0,East,partner
S-01090,2024-11-23,C-0078,P-029,2,294.55,0.25,South,online
S-01091,2024-11-04,C-0126,P-045,1,54.17,0.0,West,retail
S-01092,2024-04-29,C-0075,P-014,9,132.54,0.0,East,partner
S-01093,2024-03-28,C-0084,P-001,7,255.93,0.0,South,partner
S-01094,2024-09-01,C-0191,P-027,2,340.17,0.0,South,online
S-01095,2024-08-09,C-0182,P-020,8,24.79,0.05,Central,online
S-01096,2024-12-16,C-0118,P-033,5,327.74,0.0,West,online
S-01097,2024-11-05,C-0064,P-026,9,378.45,0.2,West,retail
S-01098,2024-01-21,C-0189,P-037,2,42.22,0.2,East,partner
S-01099,2024-07-19,C-0157,P-020,3,26.16,0.0,Central,partner
S-01100,2024-08-22,C-0099,P-028,3,443.86,0.0,West,partner
S-01101,2024-05-02,C-0041,P-003,5,298.04,0.25,East,partner
S-01102,2024-12-23,C-0186,P-005,4,385.47,0.15,Central,online
S-01103,2024-02-09,C-0194,P-024,2,456.07,0.1,West,retail
S-01104,2024-05-09,C-0054,P-011,9,419.31,0.0,North,partner
S-01105,2024-12-11,C-0192,P-045,8,56.42,0.15,South,retail
S-01106,2024-01-06,C-0065,P-003,2,288.44,0.0,East,partner
S-01107,2024-09-05,C-0119,P-030,2,20.87,0.0,West,online
S-01108,2024-05-22,C-0042,P-031,3,532.49,0.0,South,retail
S-01109,2024-09-30,C-0190,P-008,7,235.01,0.0,NORTH ,online
S-01110,2024-07-02,C-0046,P-029,4,328.79,0.25,South,retail
S-01111,2024-01-25,C-0163,P-045,9,59.42,0.0,West,partner
S-01112,2024-08-15,C-0014,P-020,10,23.97,0.15,South,online
S-01113,2024-05-02,C-0052,P-024,2,411.56,0.0,North,retail
S-01114,2024-12-14,,P-013,2,163.56,0.0,South,partner
S-01115,2024-01-23,C-0107,P-011,9,425.12,0.1,East,partner
S-01116,2024-04-07,C-0160,P-041,4,369.99,0.15,West,online
S-01117,2024-04-19,C-0028,P-015,6,281.74,0.0,West,partner
S-01118,2024-01-07,C-0100,P-021,4,194.49,0.0,East,partner
S-01119,2024-07-07,C-0012,P-040,2,360.92,,East,partner
S-01120,2024-02-22,C-0183,P-032,9,403.6,0.0,East,online
S-01121,2024-06-15,C-0162,P-039,7,241.57,0.0,East,online
S-01122,2024-12-18,C-0082,P-041,8,310.97,0.0,Central,partner
S-01123,2024-07-14,C-0131,P-029,4,315.49,0.0,South,online
S-01124,2024-03-04,C-0080,P-040,4,351.03,0.0,Central,online
S-01125,2024-03-11,C-0096,P-004,8,62.46,0.0,West,online
S-01126,2024-01-20,C-0061,P-042,10,519.1,0.2,East,online
S-01127,2024-06-11,C-0165,P-018,1,468.71,0.15,East,online
S-01128,2024-06-18,C-0088,P-015,4,274.88,0.0,South,partner
S-01129,2024-04-23,C-0156,P-045,7,58.04,0.0,West,partner
S-01130,2024-02-03,C-0126,P-001,2,285.37,0.0,South,online
S-01131,2024-02-16,C-0045,P-009,10,212.73,0.0,South,partner
S-01132,2024-08-06,C-0186,P-006,8,267.86,0.0,South,retail
S-01133,2030-06-08,C-0064,P-012,5,414.11,0.2,South,retail
S-01134,2024-02-10,C-0093,P-031,7,486.53,0.2,West,retail
S-01135,2024-11-08,C-0189,P-033,7,366.68,0.2,North,retail
S-01136,2024-02-12,C-0195,P-028,5,435.04,0.0,Central,partner
S-01137,2024-05-11,C-0098,P-012,8,415.89,0.05,West,partner
S-01138,2024-09-03,C-0019,P-039,6,216.32,0.2,South,online
S-01139,2024-01-03,C-0004,P-013,9,181.22,0.1,West,retail
S-01140,2024-07-21,C-0191,P-027,6,339.82,0.05,Central,online
S-01141,2024-01-20,C-0032,P-027,7,377.96,0.0,South,retail
S-01142,2024-06-27,C-0131,,8,285.71,0.1,North,partner
S-01143,2024-08-05,C-0189,P-025,4,197.22,0.0,East,partner
S-01144,2024-01-15,C-0179,P-044,3,98.66,0.2,South,retail
S-01145,2024-11-04,C-0149,P-016,3,203.99,0.0,West,retail
S-01146,2024-02-11,C-0133,P-038,4,270.25,0.0,West,retail
S-01147,2024-06-03,C-0129,P-900,9,59.62,0.15,Central,retail
S-01148,2024-02-15,C-0028,P-027,10,367.14,0.1,South,retail
S-01149,2024-07-22,C-0179,P-014,5,130.7,0.0,West,online
S-01150,2024-02-05,C-0199,P-007,7,234.59,0.05,West,online
S-01151,2024-07-10,C-0048,P-012,3,406.56,0.0,Central,online
S-01152,2024-10-17,C-0055,P-029,3,296.41,0.0,South,retail
S-01153,2024-08-13,C-0161,P-027,10,320.7,0.0,North,retail
S-01154,2024-07-12,C-0032,P-006,5,254.1,0.0,Central,online
S-01155,2024-09-05,C-0173,P-031,2,449.81,0.05,North,partner
S-01156,2024-01-22,C-0025,P-038,4,252.47,0.0,West,partner
S-01157,2024-05-16,C-0125,P-034,8,419.6,0.15,East,retail
S-01158,2024-06-24,C-0081,P-044,4,112.75,0.15,West,partner
S-01159,2024-07-01,C-0085,P-004,2,58.64,0.15,South,online
S-01160,2024-03-03,C-0136,P-039,370,254.31,0.0,East,retail
S-01161,2024-12-17,C-0169,P-040,8,336.09,0.0,North,partner
S-01162,2024-01-09,C-0163,P-021,6,210.76,0.1,West,online
S-01163,2024-09-05,C-0103,P-039,10,246.98,0.1,West,retail
